Recipe,Question,label
"Whisk all ingredients in heavy large saucepan to blend. Whisk over medium-high heat until beginning to boil. Reduce heat to medium-low. Simmer until sauce is thick enough to coat spoon, whisking occasionally, about 25 minutes. (Can be made 3 days ahead. Cool. Cover and refrigerate. Rewarm over low heat before serving.)
Preheat oven to 350°F. Butter 11x7-inch glass baking dish. Combine milk, cream, sugar, eggs, egg yolks, vanilla, nutmeg, and salt in large bowl; whisk to blend well. Spread 1 side of each bread slice with butter. Arrange 6 slices, buttered side up, in single layer in prepared dish, trimming to fit. Sprinkle with currants. Top with remaining bread slices, buttered side up. Pour custard through sieve over bread in dish. Let stand 15 minutes, occasionally pressing bread into custard.
Place pudding in dish in 13x9x2-inch metal baking pan. Pour enough hot water into pan to come halfway up sides of pudding dish. Place in oven. Bake pudding until set in center and golden on top, about 45 minutes. Remove pudding from water bath. Serve warm or at room temperature with warm caramel sauce.",is the pudding servered cold,0
"Preheat oven to 350°F.
Finely grate 1 tablespoon zest from lemons, then squeeze 1/4 cup plus 2 tablespoons juice.
Whisk together flour, salt, and 1/2 cup plus 2 tablespoons sugar in a large bowl. Whisk together yolks, milk, zest, and juice in a small bowl and add to flour mixture, whisking until just combined.
Beat whites in another large bowl with an electric mixer until they hold soft peaks. Beat in remaining 1/4 cup sugar, a little at a time, and continue to beat until whites hold stiff, glossy peaks. Whisk about one fourth of whites into batter to lighten, then fold in remaining whites gently but thoroughly (batter will be thin).
Pour into a buttered 1 1/2-quart ceramic gratin or other shallow baking dish and bake in a hot water bath (see Tips, page 156) until puffed and golden, 45 to 50 minutes.
Transfer to a rack. Serve warm or at room temperature.","are yolks, milk, zest, and juice added to the flour mixture",1
"Preheat oven to 350°F.
Finely grate 1 tablespoon zest from lemons, then squeeze 1/4 cup plus 2 tablespoons juice.
Whisk together flour, salt, and 1/2 cup plus 2 tablespoons sugar in a large bowl. Whisk together yolks, milk, zest, and juice in a small bowl and add to flour mixture, whisking until just combined.
Beat whites in another large bowl with an electric mixer until they hold soft peaks. Beat in remaining 1/4 cup sugar, a little at a time, and continue to beat until whites hold stiff, glossy peaks. Whisk about one fourth of whites into batter to lighten, then fold in remaining whites gently but thoroughly (batter will be thin).
Pour into a buttered 1 1/2-quart ceramic gratin or other shallow baking dish and bake in a hot water bath (see Tips, page 156) until puffed and golden, 45 to 50 minutes.
Transfer to a rack. Serve warm or at room temperature.",is the oven preheated to 150°F,0
"Prepare barbecue (medium-high heat). Rub steaks with oil and sprinkle lightly with salt and pepper. Grill until steaks are brown and crusty and thermometer inserted into thickest part registers 120°F to 125°F for medium-rare, turning every five minutes, about 25 minutes total. Using tongs, transfer steaks to cutting board; let steaks rest for 10 minutes.
Coarsely chop enough arugula to measure 2 cups and set aside. Arrange remaining arugula on platter and sprinkle with oil, salt, and pepper. Cut meat away from bones. Slice meat thinly and arrange atop arugula. Sprinkle reserved chopped arugula and cheese shavings over steak.",should the steak be turned every five minutes,1
"Prepare barbecue (medium-high heat). Rub steaks with oil and sprinkle lightly with salt and pepper. Grill until steaks are brown and crusty and thermometer inserted into thickest part registers 120°F to 125°F for medium-rare, turning every five minutes, about 25 minutes total. Using tongs, transfer steaks to cutting board; let steaks rest for 10 minutes.
Coarsely chop enough arugula to measure 2 cups and set aside. Arrange remaining arugula on platter and sprinkle with oil, salt, and pepper. Cut meat away from bones. Slice meat thinly and arrange atop arugula. Sprinkle reserved chopped arugula and cheese shavings over steak.",are the steaks grilled until thermometer regester 200°F to 220°F,0
"Heat olive oil in large nonstick skillet over medium-high heat. Add onions and both bell peppers and sauté until beginning to brown, about 8 minutes. Add garlic and cumin; stir 1 minute. Transfer mixture to 6-quart slow cooker. Add beans and chipotles, then 7 cups hot water. Cover and cook on high until beans are very tender, about 6 hours. Transfer 2 cups bean mixture to blender; puree until smooth. Return puree to remaining soup in slow cooker. Stir in lime juice, salt, and pepper.
Ladle soup into bowls. Spoon dollop of yogurt into each bowl. Sprinkle with tomatoes and cilantro and serve.
*Chipotle chiles canned in a spicy tomato sauce, sometimes called adobo, are available at Latin American markets and many supermarkets.",is the puree returned to the remaining soup in slow cooker,1
"Heat olive oil in large nonstick skillet over medium-high heat. Add onions and both bell peppers and sauté until beginning to brown, about 8 minutes. Add garlic and cumin; stir 1 minute. Transfer mixture to 6-quart slow cooker. Add beans and chipotles, then 7 cups hot water. Cover and cook on high until beans are very tender, about 6 hours. Transfer 2 cups bean mixture to blender; puree until smooth. Return puree to remaining soup in slow cooker. Stir in lime juice, salt, and pepper.
Ladle soup into bowls. Spoon dollop of yogurt into each bowl. Sprinkle with tomatoes and cilantro and serve.
*Chipotle chiles canned in a spicy tomato sauce, sometimes called adobo, are available at Latin American markets and many supermarkets.",is the water added before the beans and chipotles,0
"Whisk together vinegar, water, mustard, shallot, salt, and pepper in a small bowl, then add oil in a slow stream, whisking.
Preheat oven to 400°F.
Melt butter in a large shallow baking pan (1 inch deep) in lower third of oven, about 3 minutes. Toss sprouts in pan with butter, pecans, and salt. Arrange sprouts, cut sides down, in 1 layer and roast in lower third of oven until undersides of sprouts are golden and nuts are fragrant, 12 to 15 minutes.
Whisk vinaigrette, then transfer warm sprouts and nuts to a large bowl and toss with frisée, endive, and enough vinaigrette to coat. Serve immediately.",is the oven preheated,1
"Whisk together vinegar, water, mustard, shallot, salt, and pepper in a small bowl, then add oil in a slow stream, whisking.
Preheat oven to 400°F.
Melt butter in a large shallow baking pan (1 inch deep) in lower third of oven, about 3 minutes. Toss sprouts in pan with butter, pecans, and salt. Arrange sprouts, cut sides down, in 1 layer and roast in lower third of oven until undersides of sprouts are golden and nuts are fragrant, 12 to 15 minutes.
Whisk vinaigrette, then transfer warm sprouts and nuts to a large bowl and toss with frisée, endive, and enough vinaigrette to coat. Serve immediately.",is butter melted in upper third of the oven,0
"Working in batches, blend avocados, chicken broth, 2/3 cup milk, chopped shallots, 2 tablespoons Sherry and 1/2 teaspoon hot pepper sauce in blender until mixture is smooth. Season soup to taste with salt and pepper. Cover and refrigerate until cold. (Can be made 6 hours ahead. Keep refrigerated.) Ladle soup into bowls. Spoon dollop of sour cream atop soup. Garnish with chives and serve.",is the soup seasoned with salt and pepper to taste,1
"Working in batches, blend avocados, chicken broth, 2/3 cup milk, chopped shallots, 2 tablespoons Sherry and 1/2 teaspoon hot pepper sauce in blender until mixture is smooth. Season soup to taste with salt and pepper. Cover and refrigerate until cold. (Can be made 6 hours ahead. Keep refrigerated.) Ladle soup into bowls. Spoon dollop of sour cream atop soup. Garnish with chives and serve.",is the soup garnished with rosemary,0
"Sift first 4 ingredients into medium bowl. Using electric mixer, beat butter, hazelnut butter, and both sugars in large bowl until light and fluffy. Beat in egg and vanilla. Beat in flour mixture. Stir in chocolate chips. Cover and refrigerate at least 2 hours. (Can be prepared 1 day ahead. Keep refrigerated. Soften dough slightly at room temperature before shaping.)
Preheat oven to 350°F. Line 2 baking sheets with parchment paper. Using 1 level tablespoon for each cookie, roll dough between palms of hands into 1-inch balls. Arrange 1 inch apart on prepared sheets. Bake 1 sheet at a time until cookies are golden brown, about 12 minutes. Let cool on sheets on racks 5 minutes. Transfer cookies to racks and cool. (Can be made 5 days ahead. Store airtight between sheets of waxed paper at room temperature.)","are butter, hazelnut butter, and both sugars beated using electric mixer",1
"Sift first 4 ingredients into medium bowl. Using electric mixer, beat butter, hazelnut butter, and both sugars in large bowl until light and fluffy. Beat in egg and vanilla. Beat in flour mixture. Stir in chocolate chips. Cover and refrigerate at least 2 hours. (Can be prepared 1 day ahead. Keep refrigerated. Soften dough slightly at room temperature before shaping.)
Preheat oven to 350°F. Line 2 baking sheets with parchment paper. Using 1 level tablespoon for each cookie, roll dough between palms of hands into 1-inch balls. Arrange 1 inch apart on prepared sheets. Bake 1 sheet at a time until cookies are golden brown, about 12 minutes. Let cool on sheets on racks 5 minutes. Transfer cookies to racks and cool. (Can be made 5 days ahead. Store airtight between sheets of waxed paper at room temperature.)",[is the dough soften at hot temperature before shaping,0
"Preheat oven to 350°F. Line 3 large baking sheets with foil; butter foil. Place 1 1/4 cups chocolate chips in medium glass bowl. Microwave on medium-high until melted, stirring every 30 seconds, about 2 minutes. Cool 15 minutes.
Mix flour and baking powder in small bowl. Using electric mixer, beat sugar, eggs, corn syrup and extract in medium bowl until thick, about 3 minutes. Gradually beat in melted chocolate, then dry ingredients. Mix in remaining chocolate chips; freeze 10 minutes.
Drop 7 heaping tablespoons batter on each prepared baking sheet, spacing 3 inches apart (cookies will spread). Bake until cookies are cracked on top and softly set, about 15 minutes. Cool cookies on baking sheets 5 minutes. Using metal spatula, transfer cookies to racks and cool completely.",are flour and baking powder  mixed,1
"Preheat oven to 350°F. Line 3 large baking sheets with foil; butter foil. Place 1 1/4 cups chocolate chips in medium glass bowl. Microwave on medium-high until melted, stirring every 30 seconds, about 2 minutes. Cool 15 minutes.
Mix flour and baking powder in small bowl. Using electric mixer, beat sugar, eggs, corn syrup and extract in medium bowl until thick, about 3 minutes. Gradually beat in melted chocolate, then dry ingredients. Mix in remaining chocolate chips; freeze 10 minutes.
Drop 7 heaping tablespoons batter on each prepared baking sheet, spacing 3 inches apart (cookies will spread). Bake until cookies are cracked on top and softly set, about 15 minutes. Cool cookies on baking sheets 5 minutes. Using metal spatula, transfer cookies to racks and cool completely.",are 3 heaping tablespoons batter dropped on each prepared baking sheet,0
"Place veal in medium bowl. Sprinkle flour over; toss to coat. Shake off excess. Sprinkle veal with salt and pepper. Melt butter with oil in heavy large pot over high heat. Working in batches, add veal and sauté until brown on all sides, about 6 minutes per batch. Transfer to bowl. Add onions and celery to pot; sauté until vegetables begin to soften, about 5 minutes. Return veal to pot. Add wine and bring to boil, scraping up browned bits. Boil until liquid is reduced by half, about 3 minutes. Stir in tomato sauce, 1 cup water, parsley, and cinnamon sticks; bring to boil. Reduce heat to low; cover and simmer 1 hour 15 minutes, stirring occasionally.
Stir potatoes and cream into stew; season with salt and pepper. Cover; simmer until veal and potatoes are very tender, stirring often and thinning with more water if necessary, about 1 hour. Discard cinnamon sticks and serve.",is liquid Boiled until is reduced by half,1
"Place veal in medium bowl. Sprinkle flour over; toss to coat. Shake off excess. Sprinkle veal with salt and pepper. Melt butter with oil in heavy large pot over high heat. Working in batches, add veal and sauté until brown on all sides, about 6 minutes per batch. Transfer to bowl. Add onions and celery to pot; sauté until vegetables begin to soften, about 5 minutes. Return veal to pot. Add wine and bring to boil, scraping up browned bits. Boil until liquid is reduced by half, about 3 minutes. Stir in tomato sauce, 1 cup water, parsley, and cinnamon sticks; bring to boil. Reduce heat to low; cover and simmer 1 hour 15 minutes, stirring occasionally.
Stir potatoes and cream into stew; season with salt and pepper. Cover; simmer until veal and potatoes are very tender, stirring often and thinning with more water if necessary, about 1 hour. Discard cinnamon sticks and serve.",is butter melted with oil in heavy large pot over low heat,0
"In a large kettle soak beans in cold water to cover by 2 inches overnight. Drain beans in a colander and return to kettle with cold water to cover by 2 inches. Cook beans at a bare simmer until tender, about 1 hour, and drain in colander.
In a skillet cook onion in 2 tablespoons butter over moderate heat until softened.
In a 6- to 8-quart heavy kettle melt remaining 6 tablespoons butter over moderately low heat and whisk in flour. Cook roux, whisking constantly, 3 minutes. Stir in onion and gradually add broth and half-and-half, whisking constantly. Bring mixture to a boil and simmer, stirring occasionally, 5 minutes, or until thickened. Stir in Tabasco, chili powder, cumin, salt, and white pepper. Add beans, chilies, chicken, and Monterey Jack and cook mixture over moderately low heat, stirring, 20 minutes. Stir sour cream into chili.
Garnish chili with coriander and serve with salsa.",are beans soaked in cold water,1
"In a large kettle soak beans in cold water to cover by 2 inches overnight. Drain beans in a colander and return to kettle with cold water to cover by 2 inches. Cook beans at a bare simmer until tender, about 1 hour, and drain in colander.
In a skillet cook onion in 2 tablespoons butter over moderate heat until softened.
In a 6- to 8-quart heavy kettle melt remaining 6 tablespoons butter over moderately low heat and whisk in flour. Cook roux, whisking constantly, 3 minutes. Stir in onion and gradually add broth and half-and-half, whisking constantly. Bring mixture to a boil and simmer, stirring occasionally, 5 minutes, or until thickened. Stir in Tabasco, chili powder, cumin, salt, and white pepper. Add beans, chilies, chicken, and Monterey Jack and cook mixture over moderately low heat, stirring, 20 minutes. Stir sour cream into chili.
Garnish chili with coriander and serve with salsa.","beans, chilies, chicken, and Monterey Jack and cook mixture added over moderately low heat for 40 minutes",0
"Preheat oven to 350°F.
Spread bread crumbs in a shallow baking pan and bake in middle of oven until pale golden, about 10 minutes. Cool crumbs completely, then toss with parmesan, garlic, parsley, soppressata, zest if using, salt, and pepper. Drizzle oil over crumbs and toss to coat evenly.
Cut off artichoke stems and discard. Cut off top 1/2 inch of 1 artichoke with a serrated knife, then cut about 1/2 inch off all remaining leaf tips with kitchen shears. Rub cut leaves with a lemon half.
Separate leaves slightly with your thumbs and pull out purple leaves from center and enough yellow leaves to expose fuzzy choke. Scoop out choke with melon-ball cutter, then squeeze some lemon juice into cavity.
Trim remaining artichokes in same manner.
Spoon about 2 tablespoons stuffing into cavity of each artichoke and, starting with bottom leaves and spreading leaves open as much as possible without breaking, spoon a rounded 1/2 teaspoon stuffing inside each leaf. Top each artichoke with a slice of provolone.
Put water, wine, oil, onion, garlic, salt, and pepper in pressure cooker (without insert) or pot and arrange stuffed artichokes in liquid in 1 layer.
Seal pressure cooker with lid and cook at high pressure, according to manufacturer's instructions, 10 minutes. Put pressure cooker in sink (do not remove lid) and run cold water over lid until pressure goes down completely.
If using a regular pot, simmer artichokes, covered, until leaves are tender, about 50 minutes.
Transfer artichokes with tongs to 4 soup plates and spoon cooking liquid around them.","is artichokes, simmered, covered, until leaves are tender f using a regular pot",1
"Preheat oven to 350°F.
Spread bread crumbs in a shallow baking pan and bake in middle of oven until pale golden, about 10 minutes. Cool crumbs completely, then toss with parmesan, garlic, parsley, soppressata, zest if using, salt, and pepper. Drizzle oil over crumbs and toss to coat evenly.
Cut off artichoke stems and discard. Cut off top 1/2 inch of 1 artichoke with a serrated knife, then cut about 1/2 inch off all remaining leaf tips with kitchen shears. Rub cut leaves with a lemon half.
Separate leaves slightly with your thumbs and pull out purple leaves from center and enough yellow leaves to expose fuzzy choke. Scoop out choke with melon-ball cutter, then squeeze some lemon juice into cavity.
Trim remaining artichokes in same manner.
Spoon about 2 tablespoons stuffing into cavity of each artichoke and, starting with bottom leaves and spreading leaves open as much as possible without breaking, spoon a rounded 1/2 teaspoon stuffing inside each leaf. Top each artichoke with a slice of provolone.
Put water, wine, oil, onion, garlic, salt, and pepper in pressure cooker (without insert) or pot and arrange stuffed artichokes in liquid in 1 layer.
Seal pressure cooker with lid and cook at high pressure, according to manufacturer's instructions, 10 minutes. Put pressure cooker in sink (do not remove lid) and run cold water over lid until pressure goes down completely.
If using a regular pot, simmer artichokes, covered, until leaves are tender, about 50 minutes.
Transfer artichokes with tongs to 4 soup plates and spoon cooking liquid around them.","are water, wine, oil, onion, garlic, salt, and pepper put in pressure cooker with insert",0
"Preheat oven to 325° F.
In a large shallow baking pan toast bread in middle of oven until just dry, 15 to 20 minutes. Halve onions lengthwise and cut each half into 8 wedges. In a large heavy skillet cook onions in butter over moderate heat, stirring occasionally, until golden brown, about 25 minutes.
If using canned chestnuts, rinse and drain. In a saucepan simmer vacuum-packed or canned chestnuts in 2 cups broth 15 minutes. Remove pan from heat and stir in currants. Let mixture stand 5 minutes.
Chop parsley. In a large bowl toss together bread, onions, chestnut mixture, remaining 1 1/2 cups broth, herbs, and salt and pepper to taste and cool completely. Stuffing may be made up to this point 1 day ahead and chilled, covered. Bring stuffing to room temperature before proceeding.
Any frozen poultry destined for stuffing should be completely thawed, and the stuffing itself brought to room temperature before it's put into the turkey. Do not stuff your bird the night before you cook it; such a seeming time-saver can have dangerous results. Instead, it is best to loosely fill the bird's neck and body cavities immediately before roasting. And always use a meat or instant-read thermometer: The meat is done when the temperature of the thickest part of the thigh (be careful not to touch the bones) reaches 180°F.; the stuffing baked inside the bird is done at 160°-165°F. After roasting, let your stuffed poultry stand 15 to 20 minutes, a double assurance that the requisite temperatures for food safety have been reached.
In a shallow baking dish bake stuffing in preheated 325° F. oven 45 minutes (for moist stuffing, bake covered entire time; for less moist stuffing with a slightly crisp top, uncover halfway through baking time).
Garnish stuffing with parsley.",should frozen poultry destined for stuffing be completely thawed,1
"Preheat oven to 325° F.
In a large shallow baking pan toast bread in middle of oven until just dry, 15 to 20 minutes. Halve onions lengthwise and cut each half into 8 wedges. In a large heavy skillet cook onions in butter over moderate heat, stirring occasionally, until golden brown, about 25 minutes.
If using canned chestnuts, rinse and drain. In a saucepan simmer vacuum-packed or canned chestnuts in 2 cups broth 15 minutes. Remove pan from heat and stir in currants. Let mixture stand 5 minutes.
Chop parsley. In a large bowl toss together bread, onions, chestnut mixture, remaining 1 1/2 cups broth, herbs, and salt and pepper to taste and cool completely. Stuffing may be made up to this point 1 day ahead and chilled, covered. Bring stuffing to room temperature before proceeding.
Any frozen poultry destined for stuffing should be completely thawed, and the stuffing itself brought to room temperature before it's put into the turkey. Do not stuff your bird the night before you cook it; such a seeming time-saver can have dangerous results. Instead, it is best to loosely fill the bird's neck and body cavities immediately before roasting. And always use a meat or instant-read thermometer: The meat is done when the temperature of the thickest part of the thigh (be careful not to touch the bones) reaches 180°F.; the stuffing baked inside the bird is done at 160°-165°F. After roasting, let your stuffed poultry stand 15 to 20 minutes, a double assurance that the requisite temperatures for food safety have been reached.
In a shallow baking dish bake stuffing in preheated 325° F. oven 45 minutes (for moist stuffing, bake covered entire time; for less moist stuffing with a slightly crisp top, uncover halfway through baking time).
Garnish stuffing with parsley.","is your bird stuffed the night before you cook it,",0
"Using electric mixer, beat all ingredients in small bowl until blended.
Combine lemon juice and peel in bowl. Coarsely grate apples into bowl, tossing to coat with juice.
Whisk flour, brown sugar, baking powder, and salt in large bowl. Make well in center of dry ingredients. Whisk in milk, eggs, and 1/4 cup melted butter until smooth. Stir in apple mixture. Cover and let batter stand at room temperature at least 30 minutes and up to 1 hour.
Preheat oven to 250°F. Place baking sheet in oven. Heat heavy large nonstick griddle or skillet over medium-high heat 1 minute. Brush griddle with some of remaining 1/4 cup melted butter. For each pancake, drop 1 heaping tablespoon batter onto griddle, spacing pancakes apart. Cook until golden on bottom and bubbles start to form on surface, about 3 minutes. Turn pancakes over. Cook until golden on bottom, about 2 minutes longer. Transfer pancakes to baking sheet in oven to keep warm. Repeat with remaining batter, brushing griddle with butter before each batch of pancakes.
Arrange pancakes on plates. Top each with dollop of cinnamon butter and serve.",are pancakes cooked until golden on bottom and bubbles start to form on surface,1
"Using electric mixer, beat all ingredients in small bowl until blended.
Combine lemon juice and peel in bowl. Coarsely grate apples into bowl, tossing to coat with juice.
Whisk flour, brown sugar, baking powder, and salt in large bowl. Make well in center of dry ingredients. Whisk in milk, eggs, and 1/4 cup melted butter until smooth. Stir in apple mixture. Cover and let batter stand at room temperature at least 30 minutes and up to 1 hour.
Preheat oven to 250°F. Place baking sheet in oven. Heat heavy large nonstick griddle or skillet over medium-high heat 1 minute. Brush griddle with some of remaining 1/4 cup melted butter. For each pancake, drop 1 heaping tablespoon batter onto griddle, spacing pancakes apart. Cook until golden on bottom and bubbles start to form on surface, about 3 minutes. Turn pancakes over. Cook until golden on bottom, about 2 minutes longer. Transfer pancakes to baking sheet in oven to keep warm. Repeat with remaining batter, brushing griddle with butter before each batch of pancakes.
Arrange pancakes on plates. Top each with dollop of cinnamon butter and serve.",are pancakes topped with dollop of clarified  butter,0
"Preheat oven to 350°F. Butter a 13- by 9-inch metal cake pan, then line bottom with wax paper. Butter paper and dust pan with some flour, knocking out excess.
Pulse pistachios in a food processor until finely ground (be careful not to overprocess into a paste). Add 1 cup flour, baking powder, cardamom, and salt and pulse once or twice to mix.
Combine milk and vanilla in a measuring cup.
Beat together butter and sugar in a large bowl with an electric mixer until pale and fluffy. Add eggs 1 at a time, beating well after each addition. Alternately add pistachio flour and milk in batches, beginning and ending with flour, and mix at low speed until just combined.
Spread batter evenly in cake pan and bake in middle of oven until a tester comes out clean, about 20 minutes. Cool in pan on a rack 10 minutes, then run a thin knife around sides of cake and invert onto rack. Remove paper and reinvert cake onto a platter. Cut into squares and serve warm or at room temperature.",are milk and vanilla and sugar beated until pale and fluffy,1
"Preheat oven to 350°F. Butter a 13- by 9-inch metal cake pan, then line bottom with wax paper. Butter paper and dust pan with some flour, knocking out excess.
Pulse pistachios in a food processor until finely ground (be careful not to overprocess into a paste). Add 1 cup flour, baking powder, cardamom, and salt and pulse once or twice to mix.
Combine milk and vanilla in a measuring cup.
Beat together butter and sugar in a large bowl with an electric mixer until pale and fluffy. Add eggs 1 at a time, beating well after each addition. Alternately add pistachio flour and milk in batches, beginning and ending with flour, and mix at low speed until just combined.
Spread batter evenly in cake pan and bake in middle of oven until a tester comes out clean, about 20 minutes. Cool in pan on a rack 10 minutes, then run a thin knife around sides of cake and invert onto rack. Remove paper and reinvert cake onto a platter. Cut into squares and serve warm or at room temperature.",is batter cooled for 30 minutes ,0
"Preheat oven to 250°F and line 2 large baking sheets with parchment.
Swirl whites in a metal bowl set over a saucepan of simmering water until barely warm to the touch. Beat whites with salt in a standing electric mixer until they hold soft peaks. Beat in 2 cups superfine sugar and continue beating until mixture holds stiff, glossy peaks (see cooks' note, below). Stir together remaining 1/2 cup superfine sugar and cornstarch. Beat into meringue, then beat in vinegar.
Spoon 8 mounds of meringue (each about 2 inches high and approximately 1/2 cup) 1 inch apart on each lined baking sheet. Divide any remaining meringue among mounds. Bake in upper and lower thirds of oven, switching position of sheets halfway through baking, until crisp but still soft inside, 1 to 1 1/4 hours total. If meringues are still not crisp after 1 1/4 hours, turn off oven and cool in oven 1 hour. Transfer from parchment to racks to cool. (Meringues may stick if cooled completely on paper.)
Just before serving, toss strawberries with lime juice and 1/4 cup granulated sugar and let stand, tossing occasionally until sugar is dissolved, 10 minutes. Add blackberries and toss to coat.
Beat cream with vanilla and remaining 1 1/2 tablespoons granulated sugar with cleaned beaters. Tap meringues gently with back of a spoon to create indentations, then mound some whipped cream and berries onto each.",is the position of sheets switched halfway through baking,1
"Preheat oven to 250°F and line 2 large baking sheets with parchment.
Swirl whites in a metal bowl set over a saucepan of simmering water until barely warm to the touch. Beat whites with salt in a standing electric mixer until they hold soft peaks. Beat in 2 cups superfine sugar and continue beating until mixture holds stiff, glossy peaks (see cooks' note, below). Stir together remaining 1/2 cup superfine sugar and cornstarch. Beat into meringue, then beat in vinegar.
Spoon 8 mounds of meringue (each about 2 inches high and approximately 1/2 cup) 1 inch apart on each lined baking sheet. Divide any remaining meringue among mounds. Bake in upper and lower thirds of oven, switching position of sheets halfway through baking, until crisp but still soft inside, 1 to 1 1/4 hours total. If meringues are still not crisp after 1 1/4 hours, turn off oven and cool in oven 1 hour. Transfer from parchment to racks to cool. (Meringues may stick if cooled completely on paper.)
Just before serving, toss strawberries with lime juice and 1/4 cup granulated sugar and let stand, tossing occasionally until sugar is dissolved, 10 minutes. Add blackberries and toss to coat.
Beat cream with vanilla and remaining 1 1/2 tablespoons granulated sugar with cleaned beaters. Tap meringues gently with back of a spoon to create indentations, then mound some whipped cream and berries onto each.",are strawberries added and tossed to coat,0
"Preheat oven to 400°F.
Reserve 1/4 cup almonds in a bowl for topping. Finely grind remaining 1 3/4 cups nuts with sugar in a food processor.
Add butter, flour, and salt, then process until mixture resembles sand. Add 1 cup flour mixture to reserved almonds. Add beaten egg to remaining flour mixture and pulse until mixture begins to clump together.
Transfer mixture from processor to a 9- by 1-inch round tart pan with a removable bottom. Press mixture with floured fingers onto bottom and up side of pan and bake in middle of oven 15 minutes.
Meanwhile, stir raspberry jam to loosen. Rub reserved almond mixture in bowl between your palms to form small clumps.
Remove tart shell from oven and spread jam over bottom. Sprinkle almond mixture over jam and bake tart 15 minutes. Cool tart in pan on a rack. Loosen side of pan with a knife, then remove it.",is a 1/4 cup of almonds reserved in a bowl for topping,1
"Preheat oven to 400°F.
Reserve 1/4 cup almonds in a bowl for topping. Finely grind remaining 1 3/4 cups nuts with sugar in a food processor.
Add butter, flour, and salt, then process until mixture resembles sand. Add 1 cup flour mixture to reserved almonds. Add beaten egg to remaining flour mixture and pulse until mixture begins to clump together.
Transfer mixture from processor to a 9- by 1-inch round tart pan with a removable bottom. Press mixture with floured fingers onto bottom and up side of pan and bake in middle of oven 15 minutes.
Meanwhile, stir raspberry jam to loosen. Rub reserved almond mixture in bowl between your palms to form small clumps.
Remove tart shell from oven and spread jam over bottom. Sprinkle almond mixture over jam and bake tart 15 minutes. Cool tart in pan on a rack. Loosen side of pan with a knife, then remove it.",are the remaining 1 3/4 cups nuts Finely grinded with sugar in a blender,0
"Preheat oven to 325°F.
Score fat and any skin on pork in a crosshatch pattern. Make slits all over meat with a small sharp knife and insert a garlic sliver in each slit. Pat pork dry and season with salt and pepper.
Heat oil in a 4- to 5-quart ovenproof heavy pot over moderately high heat until hot but not smoking, then brown meat on all sides, turning occasionally with the aid of tongs and a carving fork, about 8 minutes. Transfer pork to a plate.
Add onions to pot and sauté over moderately high heat, stirring occasionally, until softened and starting to turn golden, about 5 minutes. Add 3/4 teaspoon salt and sauté, stirring occasionally, until onions are golden and caramelized, 8 to 10 minutes more.
Stir in cider and return pork to pot.
Cover pot with a tight-fitting lid and braise pork in middle of oven until very tender, 2 1/2 to 3 hours.
Transfer pork to a serving dish with the aid of tongs and carving fork. Boil cooking juices with onions until mixture is reduced to about 2 cups, 2 to 3 minutes, then season with salt and pepper and serve with pork.",is the pork Patted dry and seasoned with salt and pepper,1
"Preheat oven to 325°F.
Score fat and any skin on pork in a crosshatch pattern. Make slits all over meat with a small sharp knife and insert a garlic sliver in each slit. Pat pork dry and season with salt and pepper.
Heat oil in a 4- to 5-quart ovenproof heavy pot over moderately high heat until hot but not smoking, then brown meat on all sides, turning occasionally with the aid of tongs and a carving fork, about 8 minutes. Transfer pork to a plate.
Add onions to pot and sauté over moderately high heat, stirring occasionally, until softened and starting to turn golden, about 5 minutes. Add 3/4 teaspoon salt and sauté, stirring occasionally, until onions are golden and caramelized, 8 to 10 minutes more.
Stir in cider and return pork to pot.
Cover pot with a tight-fitting lid and braise pork in middle of oven until very tender, 2 1/2 to 3 hours.
Transfer pork to a serving dish with the aid of tongs and carving fork. Boil cooking juices with onions until mixture is reduced to about 2 cups, 2 to 3 minutes, then season with salt and pepper and serve with pork.",onions added to pot and sauté over moderately low heat,0
"Whisk together whole eggs, whites, 1/4 cup parmesan, basil, 1/2 teaspoon salt, and 1/4 teaspoon pepper in large bowl. Preheat broiler. Cook garlic in 1 tablespoon oil in a 10-inch heavy skillet (preferably nonstick and ovenproof) over moderate heat, stirring, until golden, about 1 minute. Transfer garlic with a slotted spoon to a bowl. Add potatoes to skillet and sautéover moderately high heat, stirring, until just tender, about 6 minutes. Transfer with a slotted spoon to bowl with garlic. Add 1 tablespoon oil and tomatoes to skillet and cook over moderately high heat, stirring, until tomatoes brown and skins split, about 4 minutes. Add remaining tablespoon oil and potatoes with garlic to skillet, spreading evenly, and sprinkle with remaining 1/4 teaspoon salt and 1/4 teaspoon pepper. Pour egg over vegetables and cook over moderately high heat, lifting up cooked egg around edges to let uncooked egg flow underneath, 3 minutes. Reduce heat to moderate and cook, covered, 5 minutes more (center will be moist). Remove lid and broil frittata 5 to 7 inches from heat until set, about 5 minutes. Sprinkle top evenly with remaining 1/4 cup parmesan, then broil until cheese melts and frittata is golden brown, 2 to 3 minutes more. Slide onto a platter and cut into 4 wedges.","are whole eggs, whites, 1/4 cup parmesan, basil, 1/2 teaspoon salt, and 1/4 teaspoon pepper whisked in large bowl",1
